,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Amount_Term_Year,Marital_status,Income_category,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,Total_Income_log,EMI_log
0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.170007536609404,0.1343415628873895,-0.6063478757726528,-0.9397946948055522,-0.5108645506758187
1,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-15.0,0.0,-0.5133688706663677,-0.3163990373327896,0.11411529349313161,-0.11128091719923025,0.08684088588270515,1.2321644332588164
2,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.39210751209211214,-0.08463682513502153,-1.5038785366115546,-0.7684376411360616,-1.2670585048196488
3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2952240121289267,0.03821538517871553,0.3601019252636824,0.2134124036944991,0.30339565057914675
4,0.0,0.0,3.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5212963463232134,0.09079450810491026,-0.6769369374753476,-0.21776450917811974,-0.5703377520017445
5,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,1.8291338942953264,0.1036759042346613,1.967879794340691,1.9032287277245472,1.6579921643805957
6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.4306638158735723,0.2412554840884168,3.0009566668602137,2.8169048483765904,2.5283874826139625
7,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1760476659477604,0.11183195167538526,-0.3440837281663847,0.39846981130647435,-0.2898998845515688
8,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.5,0.0,-1.0,0.0,1.5658002539292404,-0.8978546479050019,1.7458072445127921,1.296329538271235,1.4708900107848606
9,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.20068988936097987,0.0958469906568389,0.0352012002080292,0.03560472489062778,0.029657967061579558
10,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,1.3768487910110594,0.06191096868790742,1.2806828544712054,1.335197522199022,1.0790100817520882
11,0.0,-1.0,0.0,0.0,0.0,-1.0,0.5,10.0,-1.0,-1.0,-0.6269920763241811,-0.07465305043209694,-0.48621510023497155,-0.6122319837313218,-0.959956621739907
12,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.7850095021116306,-0.8978546479050019,-1.5477169260707981,-1.5327555870109304,-1.3039935383676933
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20068988936097987,0.11439174298208912,0.0,0.13749207511901645,0.0
14,0.0,0.0,2.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.5667076268427453,0.10528498242178014,-0.053846759374221745,-0.15910031801694705,-0.04536735697805193
15,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.6257139215892812,-0.8978546479050019,-1.7584332305179464,-1.3410511089174122,-1.4815277468520378
16,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-0.2358193551696112,-0.8978546479050019,-0.7133532909104779,-0.8718319747651332,-0.6010195186545643
17,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,-0.3311769054693905,-0.009677422785668873,-0.057243748061918315,-1.0843830018638685,-0.32226857754421584,-0.9136221254206046
18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-20.0,0.0,-1.0,-0.14741178989180778,-0.8978546479050019,-3.7079659901099875,-0.7654377728323175,-1.0225259772461321
19,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7033920556617009,-0.8978546479050019,0.5066322445696168,0.2584632458711494,0.42685142361574235
20,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.4565516458236547,-0.8978546479050019,0.8843554104328095,1.164854155648261,0.7450934479036243
21,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.819517932587969,-0.8978546479050019,0.0352012002080292,0.39821508679669826,0.029657967061579558
22,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.49885305745617553,0.015889925859271604,-0.6296345612741081,-0.5692041593467798,-0.5304842155592334
23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15115249601744504,0.09054595909187894,0.5348367306639417,0.045005856399595846,0.45061446904120755
24,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,-0.44284431727278945,0.06623656600899099,-0.033876552936698355,-0.27476262521028527,-0.028541915764772326
25,-1.0,-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,-0.17211355279871296,-0.8978546479050019,-0.6769369374753476,-0.7951651422328371,-0.5703377520017445
26,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,-0.9239776169587887,0.13469575810244952,-0.282992187818544,-0.14998011486413726,-0.2384286028716853
27,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,-0.095006135805455,0.1266950780468046,0.04334524664847601,0.3019584305288306,0.03651954733870961
28,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-1.056837856742403,0.45138612573805215,-0.7996928831814855,3.266524585766627,-0.673762969688933
29,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.25139102075486247,-0.8978546479050019,0.07657135138004388,-0.2854980003254353,0.06451344282778183
30,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.026845361120625688,0.06191096868790742,0.1208880460260375,0.013149465456502028,0.10185146148400843
31,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.04412363086836987,-0.8978546479050019,-0.14653031930593433,-0.6411355005790681,-0.12345577303659556
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4917304827565805,-0.8978546479050019,1.3697308140534583,1.2071901737100887,1.1540354057917206
33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.6136022029852093,0.16840627051774992,-0.14653031930593433,0.2694761812325054,-0.12345577303659556
34,0.0,-1.0,0.0,0.0,1.0,0.0,0.5,0.0,-1.0,0.0,1.5136958037740815,-0.8978546479050019,-0.9835276283512734,1.2336243684819008,-0.8286487345150978
35,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.06004915121850997,0.18456050587570694,0.6708313840430792,0.6783856807144447,0.565193657439149
36,-1.0,-1.0,0.0,0.0,1.0,0.0,-0.5,0.0,-1.0,0.0,0.9524532138898327,-0.8978546479050019,0.9441089318089659,0.5581962277588189,0.795437412266046
37,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.3768487910110594,-0.8978546479050019,1.166878845184721,1.0689356490939106,0.9831271135877129
38,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38162329401292566,0.16393464143110104,1.3890537556482017,0.8217347659228987,1.1703155087985204
39,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,10.0,-1.0,-1.0,-2.558827193820622,0.16449773142339624,-0.282992187818544,-0.3781651236154672,-0.7887357995240227
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02008674522159994,0.12285094711113528,0.5348367306639417,0.33939860082384843,0.45061446904120755
41,0.0,-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.02561688515254386,0.06191096868790742,-0.3648184104769712,0.05715135556186068,-0.3073694174471944
